ada,issueDate,year,month,titlos_apofasis,foreas_name,organization,decisionType,poso_eur,assignment_type,contractor_name,documentUrl,kategoria,size_category
Ω8ΓΤΩΨΙ-Ζ13,22/03/2016 02:00:00,2016,3,ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ,ΔΗΜΟΣ ΑΝΔΡΟΥ,"{'uid': '6037', 'label': 'ΔΗΜΟΣ ΑΝΔΡΟΥ', 'active': None, 'latinName': 'andros', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",12793.27,Απλή Πληρωμή / Τακτική,ΜΕΤΑΞΑΣ ΤΡ. ΓΙΩΡΓΟΣ,https://diavgeia.gov.gr/doc/Ω8ΓΤΩΨΙ-Ζ13,Συντήρηση,Γ. €5.000 - €20.000
7ΩΣ5ΩΡ4-5Κ7,27/08/2014 03:00:00,2014,8,ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΟΥ,ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ,"{'uid': '6088', 'label': 'ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ', 'active': None, 'latinName': 'dimoselafonisou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",2794.37,Ανάθεση (μη προσδιορισμένος τύπος),ΦΑΒΒΑΣ ΔΗΜΗΤΡΙΟΣ,https://diavgeia.gov.gr/doc/7ΩΣ5ΩΡ4-5Κ7,Συντήρηση,Β. €1.000 - €5.000
6ΞΟ1Ω91-ΞΕΓ,20/12/2022 02:00:00,2022,12,Συντήρηση σχολείων,ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ,"{'uid': '6066', 'label': 'ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ', 'active': None, 'latinName': 'dhmos_glyfadas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",39885.56,Απλή Πληρωμή / Τακτική,ΚΑΛΛΙΤΕΧΝΟΣ,https://diavgeia.gov.gr/doc/6ΞΟ1Ω91-ΞΕΓ,Λοιπά,Δ. €20.000 - €50.000
6ΚΛ5Ω6Τ-ΕΚ9,02/11/2016 02:00:00,2016,11,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1392.0,Ανάθεση (μη προσδιορισμένος τύπος),ΔΕΛΙΔΑΚΗΣ ΙΩΑΝΝΗΣ,https://diavgeia.gov.gr/doc/6ΚΛ5Ω6Τ-ΕΚ9,Επισκευή,Β. €1.000 - €5.000
7ΙΧ1Ω6Τ-ΤΕ5,02/11/2016 02:00:00,2016,11,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1060.0,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/7ΙΧ1Ω6Τ-ΤΕ5,Επισκευή,Β. €1.000 - €5.000
ΨΚΟ6Ω6Τ-8Ν7,02/11/2016 02:00:00,2016,11,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1320.01,Ανάθεση (μη προσδιορισμένος τύπος),ΛΑΔΙΑΝΟΣ ΙΩΑΝΝΗΣ,https://diavgeia.gov.gr/doc/ΨΚΟ6Ω6Τ-8Ν7,Επισκευή,Β. €1.000 - €5.000
ΩΦ67Ω6Τ-ΗΜΤ,07/11/2016 02:00:00,2016,11,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1392.0,Ανάθεση (μη προσδιορισμένος τύπος),ΔΕΛΙΔΑΚΗΣ ΙΩΑΝΝΗΣ,https://diavgeia.gov.gr/doc/ΩΦ67Ω6Τ-ΗΜΤ,Επισκευή,Β. €1.000 - €5.000
78ΣΣΩ6Τ-Η2Ο,01/10/2015 03:00:00,2015,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",690.0,Ανάθεση (μη προσδιορισμένος τύπος),ΚΑΦΕΤΖΗΣ ΒΑΣΙΛΕΙΟΣ,https://diavgeia.gov.gr/doc/78ΣΣΩ6Τ-Η2Ο,Επισκευή,Α. Κάτω από €1.000
66ΗΔΩ6Τ-525,11/08/2015 03:00:00,2015,8,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",805.0,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/66ΗΔΩ6Τ-525,Επισκευή,Α. Κάτω από €1.000
Ω9Ι6ΩΨΧ-0ΩΖ,02/12/2015 02:00:00,2015,12,ΔΑΠΑΝΕΣ ΣΥΝΤΗΡΗΣΗΣ ΣΧΟΛΕΙΩΝ(ΧΡΩΜΑΤΙΣΜΟΙ),ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ,"{'uid': '6049', 'label': 'ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ', 'active': None, 'latinName': 'dimosastipaleas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",8674.9,Απλή Πληρωμή / Τακτική,ΚΑΡΑΚΩΣΤΑΣ ΔΗΜΗΤΡΙΟΣ,https://diavgeia.gov.gr/doc/Ω9Ι6ΩΨΧ-0ΩΖ,Συντήρηση,Γ. €5.000 - €20.000
Ω869Ω6Τ-ΧΦΙ,18/12/2015 02:00:00,2015,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",10912.75,Ανάθεση (μη προσδιορισμένος τύπος),ΑΝΔΡΟΥ ΛΑΚΗΣ ΕΥ ΑΓΓΕΛΟΣ,https://diavgeia.gov.gr/doc/Ω869Ω6Τ-ΧΦΙ,Επισκευή,Γ. €5.000 - €20.000
ΩΝΦ0Ω6Τ-Ρ51,26/05/2015 03:00:00,2015,5,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",6714.2,Απλή Πληρωμή / Τακτική,Λ ΥΓΙΖΟΣ ΣΤΕΛΙΟΣ,https://diavgeia.gov.gr/doc/ΩΝΦ0Ω6Τ-Ρ51,Επισκευή,Γ. €5.000 - €20.000
Β84ΠΩΞΞ-ΡΦΡ,08/10/2014 03:00:00,2014,10,ΕΡΓΑΣΙΕΣ ΣΥΝΤΗΡΗΣΗΣ ΣΧΟΛΕΙΟΥ,ΔΗΜΟΣ ΠΑΞΩΝ,"{'uid': '6235', 'label': 'ΔΗΜΟΣ ΠΑΞΩΝ', 'active': None, 'latinName': 'paxoi', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",4664.94,Απλή Πληρωμή / Τακτική,ΓΡΑΜΜΑΤΙΚΟΣΑΕΥΑΓΓΕΛΟΣ,https://diavgeia.gov.gr/doc/Β84ΠΩΞΞ-ΡΦΡ,Συντήρηση,Β. €1.000 - €5.000
Β547Ω6Τ-ΓΓΔ,10/07/2014 03:00:00,2014,7,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1499.4,Ανάθεση (μη προσδιορισμένος τύπος),ΜΙΧΑΛΑΚΗΣ ΑΝ.ΕΜΜΑΝΟΥΗΛ,https://diavgeia.gov.gr/doc/Β547Ω6Τ-ΓΓΔ,Επισκευή,Β. €1.000 - €5.000
7Ν2ΨΩ6Τ-ΥΞΩ,10/07/2014 03:00:00,2014,7,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",3217.1,Ανάθεση (μη προσδιορισμένος τύπος),ΑΝΔΡΟΥΛΑΚΗΣ ΕΥΑΓΓΕΛΟΣ,https://diavgeia.gov.gr/doc/7Ν2ΨΩ6Τ-ΥΞΩ,Επισκευή,Β. €1.000 - €5.000
Ω6ΦΚΩ6Τ-Ν4Λ,10/07/2014 03:00:00,2014,7,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1462.83,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/Ω6ΦΚΩ6Τ-Ν4Λ,Επισκευή,Β. €1.000 - €5.000
ΩΗΗΛΩ6Τ-ΣΛ0,09/12/2014 02:00:00,2014,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",5380.6,Ανάθεση (μη προσδιορισμένος τύπος),ΑΝΔΡΟΥΛΑΚΗΣ ΕΥΑΓΓΕΛΟΣ,https://diavgeia.gov.gr/doc/ΩΗΗΛΩ6Τ-ΣΛ0,Επισκευή,Γ. €5.000 - €20.000
ΩΝ2ΡΩ6Τ-2Ω8,22/12/2016 02:00:00,2016,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",3114.28,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/ΩΝ2ΡΩ6Τ-2Ω8,Επισκευή,Β. €1.000 - €5.000
6Ε77Ω6Τ-ΩΞΧ,26/04/2017 03:00:00,2017,4,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",172.53,Ανάθεση (μη προσδιορισμένος τύπος),ΕΛΕΜΚΟ ΑΒΕΕ,https://diavgeia.gov.gr/doc/6Ε77Ω6Τ-ΩΞΧ,Επισκευή,Α. Κάτω από €1.000
60ΕΧΩ6Τ-8ΦΟ,24/07/2017 03:00:00,2017,7,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",483.74,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/60ΕΧΩ6Τ-8ΦΟ,Επισκευή,Α. Κάτω από €1.000
75ΟΤΩ6Τ-ΟΥ0,13/06/2017 03:00:00,2017,6,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1535.08,Ανάθεση (μη προσδιορισμένος τύπος),ΓΕΝΙΚΗ ΠΡΟΜΗΘΕΥΤΙΚΗ ΕΙΔΩΝ ΧΡΩΜΑΤΟΠΩΛΕΙΟΥ Α.Ε,https://diavgeia.gov.gr/doc/75ΟΤΩ6Τ-ΟΥ0,Επισκευή,Β. €1.000 - €5.000
Ψ4ΛΩΩ6Τ-ΓΜΨ,22/08/2017 03:00:00,2017,8,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",233.98,Ανάθεση (μη προσδιορισμένος τύπος),Χ.ΑΥΓΕΝΑΚΗΣ & ΣΙΑ ΟΕ,https://diavgeia.gov.gr/doc/Ψ4ΛΩΩ6Τ-ΓΜΨ,Επισκευή,Α. Κάτω από €1.000
6ΒΧΚΩ6Τ-Φ2Σ,22/08/2017 03:00:00,2017,8,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",911.05,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/6ΒΧΚΩ6Τ-Φ2Σ,Επισκευή,Α. Κάτω από €1.000
6ΡΨ4Ω6Τ-ΟΟΦ,27/10/2017 03:00:00,2017,10,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",450.73,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/6ΡΨ4Ω6Τ-ΟΟΦ,Επισκευή,Α. Κάτω από €1.000
ΩΔΑΨΩ6Τ-695,08/12/2017 02:00:00,2017,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1304.28,Απλή Πληρωμή / Τακτική,ANDONI THOMA Τ. PETROS,https://diavgeia.gov.gr/doc/ΩΔΑΨΩ6Τ-695,Επισκευή,Β. €1.000 - €5.000
Ω1Ψ1ΩΞΖ-Α9Φ,22/11/2017 02:00:00,2017,11,ΠΡΟΜΗΘΕΙΑ ΥΛΙΚΩΝ ΣΥΝΤΗΡΗΣΗΣ ΣΧΟΛΕΙΩΝ,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ,"{'uid': '6255', 'label': 'ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ', 'active': None, 'latinName': 'prosotsani', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1644.53,Ανάθεση (μη προσδιορισμένος τύπος),Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/Ω1Ψ1ΩΞΖ-Α9Φ,Συντήρηση,Β. €1.000 - €5.000
6Ν21Ω6Τ-ΤΘΚ,05/12/2017 02:00:00,2017,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",452.16,Ανάθεση (μη προσδιορισμένος τύπος),ANDONI THOMA Τ. PETROS,https://diavgeia.gov.gr/doc/6Ν21Ω6Τ-ΤΘΚ,Επισκευή,Α. Κάτω από €1.000
ΩΒ8ΖΩ6Τ-5ΜΝ,16/11/2017 02:00:00,2017,11,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",567.2,Απλή Πληρωμή / Τακτική,ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΒ8ΖΩ6Τ-5ΜΝ,Επισκευή,Α. Κάτω από €1.000
6ΩΝ2Ω6Τ-ΗΕ5,20/11/2017 02:00:00,2017,11,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",2043.6,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/6ΩΝ2Ω6Τ-ΗΕ5,Επισκευή,Β. €1.000 - €5.000
70ΟΒΩ6Τ-Ι36,19/12/2017 02:00:00,2017,12,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1001.28,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/70ΟΒΩ6Τ-Ι36,Επισκευή,Β. €1.000 - €5.000
ΩΒΝΧΩ6Τ-73Ο,24/07/2018 03:00:00,2018,7,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",2956.47,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΒΝΧΩ6Τ-73Ο,Επισκευή,Β. €1.000 - €5.000
67ΧΓΩ6Τ-Τ4Ε,21/09/2018 03:00:00,2018,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",467.5,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/67ΧΓΩ6Τ-Τ4Ε,Επισκευή,Α. Κάτω από €1.000
ΩΑ94Ω6Τ-ΟΟΣ,24/09/2018 03:00:00,2018,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",810.85,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΑ94Ω6Τ-ΟΟΣ,Επισκευή,Α. Κάτω από €1.000
